Slide,Lesson,Classification,Lesson Flow,Passive Type,x,y,time,,id,year,numbers,neworigintime,,intensity
Matter and Energy,Science Literacy,Passive,Required,Text+Image,-17.451,7.3967,2013-08-16T15:00:41.808,,506,1954,506,1942-02-01T00:00:00,,0.0403
Matter and Energy,Science Literacy,Passive,Required,Text+Image,-17.451,7.3967,2013-08-16T14:59:15.728,,507,1977,507,1942-03-01T00:00:00,,0.0404
Permanent Sink,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,3.5231,28.58,2013-08-16T14:56:46.123,,508,1949,508,1942-04-01T00:00:00,,0.1
Cap Carbonate - Interpret,ne 10:  Ancient Climates,Active,Required,unknown,15.096,0.74037,2013-08-16T14:54:52.442,,509,1875,509,1942-05-01T00:00:00,,0.12
Snowball Setup,ne 10:  Ancient Climates,Active,Required,unknown,12.166,26.279,2013-08-16T14:52:42.164,,510,1939,510,1942-06-01T00:00:00,,0.14
Brains,Intro 2:  Mindscape,Passive,Required,Text+Image,-10.009,14.866,2013-08-16T14:50:01.895,,511,1997,511,1942-07-01T00:00:00,,0.16
Brains,Intro 2:  Mindscape,Passive,Required,Text+Image,-10.009,14.866,2013-08-16T14:47:02.523,,512,1934,512,1942-08-01T00:00:00,,0.18
Brains,Intro 2:  Mindscape,Passive,Required,Text+Image,5.6791,-7.6842,2013-08-16T14:45:08.519,,513,1930,513,1942-09-01T00:00:00,,0.2
Brains,Intro 2:  Mindscape,Passive,Required,Text+Image,5.6791,-7.6842,2013-08-16T14:42:39.52,,514,1930,514,1942-10-01T00:00:00,,0.22
Saturn Density,fp 3:  Planet Composition,Active,Required,unknown,-20.398,13.352,2013-08-16T14:40:51.796,,515,1810,515,1942-11-01T00:00:00,,0.24
Group Molecules - Noble,ne 3:  Gasses,Active,Required,unknown,8.9468,10.653,2013-08-16T14:40:17.752,,516,1945,516,1942-12-01T00:00:00,,0.26
Introduction,R* 3:  Color,Passive,Required,Text+Image,-3.3623,-6.4386,2013-08-16T14:37:53.13,,517,1883,517,1943-01-01T00:00:00,,0.28
Patterns - Report,Intro 2:  Mindscape,Active,Required,unknown,-9.3017,14.34,2013-08-16T14:31:19.083,,518,1973,518,1943-02-01T00:00:00,,0.3
Loop - Rain/H2CO3,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,2.7204,28.899,2013-08-16T14:29:51.685,,519,1927,519,1943-03-01T00:00:00,,0.32
Lecturette:  Light Curves,fp 1:  Transits,Passive,Required,Video,-2.172,0.24252,2013-08-16T14:29:23.489,,520,1923,520,1943-04-01T00:00:00,,0.34
Survey Results,Intro 5:  The Scientific Process,Passive,Required,Text+Poll Results,4.479,-23,2013-08-16T14:25:03.23,,521,1988,521,1943-05-01T00:00:00,,0.36
AP - Logic 4,ne 2:  Energy Balance,Active,Optional,unknown,-22.018,-5.4083,2013-08-16T14:23:55.902,,522,1920,522,1943-06-01T00:00:00,,0.38
Instructions,fp 1:  Application,Passive,Required,Text,-6.3857,-3.3498,2013-08-16T14:23:29.727,,523,1811,523,1943-07-01T00:00:00,,0.4
Survey,fp 4:  Atmospheres,Active,Required,unknown,-22.214,-0.66725,2013-08-16T14:21:09.647,,524,1983,524,1943-08-01T00:00:00,,0.42
Bridge,ne 2:  Energy Balance,Passive,Required,Text+Image,-23.694,-9.3679,2013-08-16T14:19:06.915,,525,1984,525,1943-09-01T00:00:00,,0.44
Upper Ridge,ne 7:  Age Dating,Active,Required,unknown,9.1053,-21.441,2013-08-16T14:17:42.905,,526,1916,526,1943-10-01T00:00:00,,0.46
DNA-RNA-Proteins,fl 1:  Defining Life,Passive,Required,Text+Image,-23.353,0.7825,2013-08-16T14:16:16.871,,527,1944,527,1943-11-01T00:00:00,,0.48
Reality Check,Intro 5:  The Scientific Process,Active,Required,unknown,16.219,-20.027,2013-08-16T14:15:39.877,,528,1917,528,1943-12-01T00:00:00,,0.5
Calculation,Intro 5:  The Scientific Process,Active,Required,unknown,15.46,-20.302,2013-08-16T14:14:38.343,,529,1865,529,1944-01-01T00:00:00,,0.52
Conclusion,L:  Doomsday,Passive,Required,Text+Image,8.3994,8.2731,2013-08-16T14:13:21.116,,530,1925,530,1944-02-01T00:00:00,,0.54
Observed,Intro 5:  The Scientific Process,Passive,Required,Text+Image,18.131,-18.242,2013-08-16T14:09:00.824,,531,1869,531,1944-03-01T00:00:00,,0.56
Explore Earth Surface,ne 6:  Planetary Evolution,Passive,Required,Text+Image,14.924,10.37,2013-08-16T14:07:45.274,,532,1956,532,1944-04-01T00:00:00,,0.58
RH - Compare,Science Literacy,Active,Optional,unknown,-15.218,6.4031,2013-08-16T14:03:59.831,,533,1852,533,1944-05-01T00:00:00,,0.6
Exit,fi 1:  Application,Passive,Required,Text+Image,20.243,7.4845,2013-08-16T14:03:59.204,,534,1837,534,1944-06-01T00:00:00,,0.62
Summary,fl 5:  Biosignatures,Passive,Required,Text,13.067,-1.6643,2013-08-16T13:58:37.464,,535,1844,535,1944-07-01T00:00:00,,0.64
Geo Site Exploration,fi 1:  Oxygen and Life,Active,Required,unknown,19.554,2.4722,2013-08-16T13:56:46.113,,536,1999,536,1944-08-01T00:00:00,,0.66
Physical Description,fp 1:  Transits,Active,Required,unknown,-9.3878,16.588,2013-08-16T13:52:27.91,,537,1787,537,1944-09-01T00:00:00,,0.68
Survey,fp 3:  Planet Composition,Passive,Required,Text+Image,3.2134,29.664,2013-08-16T13:50:18.096,,538,1970,538,1944-10-01T00:00:00,,0.7
Collapse,L:  Doomsday,Passive,Required,Text+Image,8.6803,15.9,2013-08-16T13:45:03.544,,539,1836,539,1944-11-01T00:00:00,,0.72
Elements,fl 1:  Defining Life,Active,Required,unknown,-22.875,-1.0087,2013-08-16T13:43:42.82,,540,1868,540,1944-12-01T00:00:00,,0.74
Threat,L:  Doomsday,Passive,Required,Text+Image,8.3068,15.574,2013-08-16T13:39:16.179,,541,1857,541,1945-01-01T00:00:00,,0.76
Introduction,L:  Doomsday,Passive,Required,Text+Image,12.279,-1.4667,2013-08-16T13:35:54.558,,542,1926,542,1945-02-01T00:00:00,,0.78
Introduction,L:  Doomsday,Passive,Required,Text+Sim,12.279,-1.4667,2013-08-16T13:34:31.399,,543,1865,543,1945-03-01T00:00:00,,0.8
Introduction,L:  Doomsday,Passive,Required,Text+Image,5.9427,-7.1172,2013-08-16T13:33:03.55,,544,1990,544,1945-04-01T00:00:00,,0.82
Introduction,L:  Doomsday,Passive,Required,Text+Sim,5.9427,-7.1172,2013-08-16T13:31:22.28,,545,1971,545,1945-05-01T00:00:00,,0.84
Label H-R Diagram,R* 4:  H-R Diagram,Active,Required,unknown,-0.08887,-11.049,2013-08-16T13:30:15.488,,546,1914,546,1945-06-01T00:00:00,,0.86
Ratios,ne 6:  Planetary Evolution,Passive,Required,Text+Image,2.5977,7.5785,2013-08-16T13:29:15.643,,547,1997,547,1945-07-01T00:00:00,,0.88
Survey Results,fp 2:  Radial Velocity,Passive,Required,Text+Poll Results,-26.043,-19.922,2013-08-16T13:24:53.412,,548,1989,548,1945-08-01T00:00:00,,0.9
Temperature,Science Literacy,Active,Required,unknown,-21.323,8.6963,2013-08-16T13:21:47.656,,549,1939,549,1945-09-01T00:00:00,,0.92
Simplest Solution,fp 3:  Planet Composition,Active,Required,unknown,-19.648,14.175,2013-08-16T13:20:12.936,,550,1979,550,1945-10-01T00:00:00,,0.94
Lecturette:  Molecules,fp 4:  Atmospheres,Passive,Required,Video,-22.089,-0.40092,2013-08-16T13:17:38.585,,551,1864,551,1945-11-01T00:00:00,,0.0397
Lecturette:  Molecules,fp 4:  Atmospheres,Passive,Required,Video,-22.089,-0.40092,2013-08-16T13:15:09.475,,552,1865,552,1945-12-01T00:00:00,,0.0398
Lecturette:  Molecules,fp 4:  Atmospheres,Passive,Required,Video,-18.797,12.838,2013-08-16T13:13:25.289,,553,2010,553,1946-01-01T00:00:00,,0.0399
Lecturette:  Molecules,fp 4:  Atmospheres,Passive,Required,Video,-18.797,12.838,2013-08-16T13:12:18.207,,554,2004,554,1946-02-01T00:00:00,,0.04
Exit,ne 6:  Application,Passive,Required,Text+Image,20.137,-18.824,2013-08-16T13:10:38.854,,555,1803,555,1946-03-01T00:00:00,,0.0401
Superposition,ne 7:  Age Dating,Passive,Required,Text+Image,18.527,-10.805,2013-08-16T13:07:56.694,,556,1881,556,1946-04-01T00:00:00,,0.0402
Splash,Intro 1:  Preconceptions,Passive,Required,Video,-22.783,10.09,2013-08-16T13:05:48.589,,557,1875,557,1946-05-01T00:00:00,,0.0403
Obs 7,Intro 2:  Mindscape,Active,Bank Option,unknown,-6.8253,12.052,2013-08-16T13:03:03.802,,558,1877,558,1946-06-01T00:00:00,,0.0404
Loop - Evap/H2O,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,2.3045,28.913,2013-08-16T13:02:48.037,,559,1930,559,1946-07-01T00:00:00,,0.1
Summary,fl 2:  Life Ingredients,Passive,Required,Text,-12.716,6.0646,2013-08-16T13:00:34.873,,560,1908,560,1946-08-01T00:00:00,,0.12
Cross-Section,ne 7:  Age Dating,Passive,Required,Text+Image,16.399,-20.006,2013-08-16T12:55:18.626,,561,1895,561,1946-09-01T00:00:00,,0.14
Identify Outliers,R* 4:  H-R Diagram,Active,Required,unknown,0.093699,-11.853,2013-08-16T12:52:39.08,,562,1808,562,1946-10-01T00:00:00,,0.16
Intro Survey,fp 2:  Radial Velocity,Active,Required,unknown,-26.422,-20.06,2013-08-16T12:50:47.088,,563,1939,563,1946-11-01T00:00:00,,0.18
Survey Results,ne 10:  Ancient Climates,Passive,Required,Text+Poll Results,-2.6354,23.024,2013-08-16T12:48:23.593,,564,1863,564,1946-12-01T00:00:00,,0.2
Reproduction,fi 2:  Evolution,Active,Required,unknown,11.523,12.918,2013-08-16T12:45:35.552,,565,1966,565,1947-01-01T00:00:00,,0.22
Benefits 1,Conclusion,Active,Required,unknown,22.741,-0.057525,2013-08-16T12:43:55.13,,566,1868,566,1947-02-01T00:00:00,,0.24
Abilities 1,Conclusion,Active,Required,unknown,23.193,-0.85732,2013-08-16T12:41:04.494,,567,1995,567,1947-03-01T00:00:00,,0.26
Exit,fl 2:  Application,Passive,Required,Text+Image,-12.115,14.683,2013-08-16T12:38:01.397,,568,1916,568,2013-08-16T12:38:01.397,,0.28
Topography,ne 5:  Climate,Passive,Required,Text+Image,17.273,11.946,2013-08-16T12:36:18.91,,569,1879,569,2013-08-16T12:36:18.91,,0.3
Global Circulation,L:  Doomsday,Passive,Required,Text+Video,9.6382,25.35,2013-08-16T12:35:11.207,,570,1938,570,2013-08-16T12:35:11.207,,0.32
Observation,R* 6:  Elements,Active,Required,unknown,-16.195,-12.569,2013-08-16T12:31:50.078,,571,1838,571,2013-08-16T12:31:50.078,,0.34
Observation,R* 6:  Elements,Active,Required,unknown,-16.195,-12.569,2013-08-16T12:29:56.804,,572,1848,572,2013-08-16T12:29:56.804,,0.36
Observation,R* 6:  Elements,Active,Required,unknown,-16.195,-12.569,2013-08-16T12:27:19.73,,573,1855,573,2013-08-16T12:27:19.73,,0.38
Observation,R* 6:  Elements,Active,Required,unknown,-15.93,-14.476,2013-08-16T12:26:18.127,,574,1828,574,2013-08-16T12:26:18.127,,0.4
Observation,R* 6:  Elements,Active,Required,unknown,-15.93,-14.476,2013-08-16T12:24:24.423,,575,1923,575,2013-08-16T12:24:24.423,,0.42
Observation,R* 6:  Elements,Active,Required,unknown,-15.93,-14.476,2013-08-16T12:20:58.705,,576,1642,576,2013-08-16T12:20:58.705,,0.44
Observation,R* 6:  Elements,Active,Required,unknown,-15.633,-15.444,2013-08-16T12:18:32.981,,577,1977,577,2013-08-16T12:18:32.981,,0.46
Observation,R* 6:  Elements,Active,Required,unknown,-15.633,-15.444,2013-08-16T12:16:18.761,,578,1922,578,1948-02-01T00:00:00,,0.48
Observation,R* 6:  Elements,Active,Required,unknown,-15.633,-15.444,2013-08-16T12:13:10.533,,579,1796,579,1948-03-01T00:00:00,,0.5
Lecturette - Gas Loss,fp 4:  Atmospheres,Active,Required,unknown,-23.033,1.1778,2013-08-16T12:11:47.798,,580,1854,580,1948-04-01T00:00:00,,0.52
Survey,R* 3:  Color,Active,Required,unknown,-2.7643,-6.0862,2013-08-16T12:09:56.485,,581,1913,581,1948-05-01T00:00:00,,0.54
Tutorial - Components,fl 3:  Redox Chemistry,Active,Required,unknown,-8.5515,20.129,2013-08-16T12:07:43.669,,582,1887,582,1948-06-01T00:00:00,,0.56
Half-life,ne 7:  Age Dating,Active,Required,unknown,22.784,-2.3195,2013-08-16T12:05:49.623,,583,1951,583,1948-07-01T00:00:00,,0.58
Vis Behavior,ne 3:  Gasses,Active,Required,unknown,-6.3017,-5.1323,2013-08-16T12:03:09.207,,584,1980,584,1948-08-01T00:00:00,,0.6
Plate Tectonics,ne 8:  Inorganic Carbon Cycle,Passive,Required,Text+Image,12.607,1.1613,2013-08-16T12:01:39.795,,585,1908,585,1948-09-01T00:00:00,,0.62
Pigments,fl 4:  Phototrophy,Passive,Required,Text+Image,-8.2825,24.402,2013-08-16T11:59:29.394,,586,1886,586,1948-10-01T00:00:00,,0.64
Civs,Conclusion,Active,Required,unknown,23.777,-5.3959,2013-08-16T11:59:09.924,,587,1980,587,1948-11-01T00:00:00,,0.66
Lec - Peer Review,Intro 2:  Mindscape,Passive,Required,Video,3.5927,-23.359,2013-08-16T11:57:18.631,,588,1976,588,1948-12-01T00:00:00,,0.68
Half-life 2,ne 7:  Age Dating,Active,Required,unknown,22.551,-2.4274,2013-08-16T11:55:21.559,,589,1891,589,1949-01-01T00:00:00,,0.7
Distance - Moon,Intro 3:  Space,Active,Required,unknown,3.6335,-22.865,2013-08-16T11:53:55.538,,590,1876,590,1949-02-01T00:00:00,,0.72
Hypothesis - Atmospheres,fp 4:  Atmospheres,Active,Required,unknown,-23.344,1.5115,2013-08-16T11:51:28.599,,591,1621,591,1949-03-01T00:00:00,,0.74
Dip Effect,fp 1:  Transits,Active,Required,unknown,-5.9983,9.3686,2013-08-16T11:49:21.403,,592,1936,592,1949-04-01T00:00:00,,0.76
Dip Effect,fp 1:  Transits,Active,Required,unknown,-5.9983,9.3686,2013-08-16T11:47:49.706,,593,1766,593,1949-05-01T00:00:00,,0.78
Dip Effect,fp 1:  Transits,Active,Required,unknown,-3.3991,6.2011,2013-08-16T11:44:19.222,,594,1886,594,1949-06-01T00:00:00,,0.8
Dip Effect,fp 1:  Transits,Active,Required,unknown,-3.3991,6.2011,2013-08-16T11:40:34.952,,595,1842,595,1949-07-01T00:00:00,,0.82
Light Curve Intro,fp 1:  Transits,Passive,Required,Text+Image,-7.8598,13.219,2013-08-16T11:39:05.21,,596,1859,596,1949-08-01T00:00:00,,0.84
DNA/RNA - Components,fl 1:  Defining Life,Active,Required,unknown,-23.467,1.1456,2013-08-16T11:36:52.899,,597,1868,597,1949-09-01T00:00:00,,0.86
Stimulus,fi 1:  Oxygen and Life,Passive,Required,Text+Image,16.38,0.55068,2013-08-16T11:35:38.6,,598,1870,598,1949-10-01T00:00:00,,0.88
Review,ne 5:  Climate,Passive,Required,Text,22.476,0.653,2013-08-16T11:34:05.132,,599,1980,599,1949-11-01T00:00:00,,0.9
Conclusion,ne 10:  Ancient Climates,Passive,Required,Text+Video,-16.751,-13.706,2013-08-16T11:30:38.045,,600,1924,600,1949-12-01T00:00:00,,0.92
North Pole,fl 5:  Biosignatures,Passive,Required,Text+Image,-20.093,-9.2553,2013-08-16T11:28:31.135,,601,1896,601,1950-01-01T00:00:00,,0.94
Variation,ne 5:  Climate,Passive,Required,Text,22.759,0.49856,2013-08-16T11:24:48.807,,602,1970,602,1950-02-01T00:00:00,,0.01
Energy,R* 3:  Color,Active,Required,unknown,2.0659,-0.86104,2013-08-16T11:21:59.698,,603,1967,603,1950-03-01T00:00:00,,0.01
Survey Results,ne 8:  Inorganic Carbon Cycle,Passive,Required,Text+Poll Results,12.923,1.0584,2013-08-16T11:18:11.343,,604,1882,604,1950-04-01T00:00:00,,0.01
Use H-R,R* 4:  H-R Diagram,Active,Required,unknown,-2.6922,-8.351,2013-08-16T11:17:32.144,,605,1956,605,1950-05-01T00:00:00,,0.01
Spectrum - Absorb,R* 6:  Elements,Active,Required,unknown,-15.844,-15.029,2013-08-16T11:14:02.621,,606,1824,606,1950-06-01T00:00:00,,0.01
Greenhouse Effect,L:  Doomsday,Passive,Required,Text+Image,7.6324,26.509,2013-08-16T11:11:59.851,,607,1855,607,1950-07-01T00:00:00,,0.01
Terminology,ne 7:  Age Dating,Active,Required,unknown,23.457,-2.139,2013-08-16T11:09:14.775,,608,1879,608,1950-08-01T00:00:00,,0.01
CH4,ne 3:  Gasses,Active,Bank Option,unknown,6.3445,26.316,2013-08-16T11:07:34.88,,609,1945,609,1950-09-01T00:00:00,,0.01
Earth,ne 5:  Climate,Active,Required,unknown,23.165,0.052071,2013-08-16T11:05:12.293,,610,1930,610,1950-10-01T00:00:00,,0.01
Earth,ne 5:  Climate,Passive,Required,Text+Image,23.165,0.052071,2013-08-16T11:04:39.553,,611,1943,611,1950-11-01T00:00:00,,0.01
Earth,ne 5:  Climate,Active,Required,unknown,24.67,-7.7171,2013-08-16T11:03:33.199,,612,1950,612,1950-12-01T00:00:00,,0.01
Earth,ne 5:  Climate,Passive,Required,Text+Image,24.67,-7.7171,2013-08-16T11:01:57.441,,613,1932,613,1951-01-01T00:00:00,,0.01
Introduction,fl 1:  Defining Life,Passive,Required,Text+Image,-21.561,-5.3105,2013-08-16T11:00:02.758,,614,1938,614,1951-02-01T00:00:00,,0.01
Classification,ne 7:  Age Dating,Active,Required,unknown,11.651,-21.551,2013-08-16T10:58:12.373,,615,2009,615,1951-03-01T00:00:00,,0.01
Classification,ne 7:  Age Dating,Active,Required,unknown,11.651,-21.551,2013-08-16T10:56:37.284,,616,1880,616,1951-04-01T00:00:00,,0.01
Classification,ne 7:  Age Dating,Active,Required,unknown,9.6775,-21.213,2013-08-16T10:52:55.3,,617,1963,617,1951-05-01T00:00:00,,0.01
Classification,ne 7:  Age Dating,Active,Required,unknown,9.6775,-21.213,2013-08-16T10:51:06.751,,618,1986,618,1951-06-01T00:00:00,,0.01
Thinking - Sun,Science Literacy,Active,Required,unknown,-16.803,7.126,2013-08-16T10:50:10.981,,619,1812,619,1951-07-01T00:00:00,,0.01
Individual Collaborative,Intro 1:  Preconceptions,Active,Required,unknown,-12.572,15.531,2013-08-16T10:49:40.105,,620,1938,620,1951-08-01T00:00:00,,0.01
Ancient Energy,fc:  Civilization and Energy,Passive,Required,Text+Image,0.061098,1.9225,2013-08-16T10:48:35.643,,621,1865,621,1951-09-01T00:00:00,,0.01
Two Possibilites,ne 7:  Age Dating,Passive,Required,Text+Image,9.7518,-21.73,2013-08-16T10:47:49.386,,622,1846,622,1951-10-01T00:00:00,,0.01
Observations,Intro 1:  Preconceptions,Passive,Required,Text,-23.093,10.828,2013-08-16T10:43:41.74,,623,1947,623,1951-11-01T00:00:00,,0.01
Lack of Diversity,fl 3:  Redox Chemistry,Passive,Required,Text+Image,-4.1399,22.329,2013-08-16T10:42:09.1,,624,1823,624,1951-12-01T00:00:00,,0.01
Refresher - Particle,ne 3:  Gasses,Active,Required,unknown,-27.461,-20.024,2013-08-16T10:40:04.553,,625,1934,625,1952-01-01T00:00:00,,0.01
Do You Believe?,Intro 5:  The Scientific Process,Active,Required,unknown,21.314,-11.837,2013-08-16T10:38:22.311,,626,1906,626,1952-02-01T00:00:00,,0.01
Engagement 1,Intro 1:  Preconceptions,Active,Required,unknown,-14.155,14.88,2013-08-16T10:36:17.467,,627,1916,627,1952-03-01T00:00:00,,0.01
Reduction Potential - Setup,fl 3:  Redox Chemistry,Active,Required,unknown,-1.6661,22.031,2013-08-16T10:35:40.35,,628,1961,628,1952-04-01T00:00:00,,0.01
Obs 4,Intro 2:  Mindscape,Active,Bank Option,unknown,-7.2961,12.624,2013-08-16T10:33:35.806,,629,1955,629,1952-05-01T00:00:00,,0.01
Hypothesis,fl 2:  Life Ingredients,Active,Required,unknown,-15.469,6.6894,2013-08-16T10:25:41.088,,630,1825,630,1952-06-01T00:00:00,,0.01
Let's Explore,fl 3:  Redox Chemistry,Passive,Required,Text+Image,-9.2707,19.247,2013-08-16T10:23:52.274,,631,1906,631,1952-07-01T00:00:00,,0.01
Exit,fp 2:  Application,Passive,Required,Text+Image,-22.28,-4.9949,2013-08-16T10:22:38.772,,632,1829,632,1952-08-01T00:00:00,,0.01
Temperature-Speed,fp 4:  Atmospheres,Active,Required,unknown,-22.646,0.45708,2013-08-16T10:22:11.432,,633,1982,633,1952-09-01T00:00:00,,0.01
Explain,fl 3:  Redox Chemistry,Active,Required,unknown,-1.2893,21.769,2013-08-16T10:17:13.666,,634,1970,634,1952-10-01T00:00:00,,0.01
Propose,ne 9:  Habitable Zone,Active,Required,unknown,12.543,23.623,2013-08-16T10:15:37.856,,635,1921,635,1952-11-01T00:00:00,,0.01
Cause and Effect,fi 1:  Oxygen and Life,Passive,Required,Text+Image,20.679,5.0739,2013-08-16T10:14:30.402,,636,1971,636,1952-12-01T00:00:00,,0.01
Minimum Mass,fp 2:  Radial Velocity,Passive,Required,Text,3.9038,29.156,2013-08-16T10:13:15.157,,637,1905,637,1953-01-01T00:00:00,,0.01
Change,ne 5:  Climate,Passive,Required,Text,16.678,12.909,2013-08-16T10:11:44.332,,638,1977,638,1953-02-01T00:00:00,,0.02
Soils,ne 8:  Inorganic Carbon Cycle,Passive,Required,Text+Image,3.8366,28.487,2013-08-16T10:08:05.393,,639,1957,639,1953-03-01T00:00:00,,0.03
Evaporation,ne 5:  Climate,Passive,Required,Text+Image,26.338,-6.7521,2013-08-16T10:05:33.868,,640,1971,640,1953-04-01T00:00:00,,0.04
Element Substitution,fl 1:  Defining Life,Passive,Required,Text+Image,-23.391,3.0856,2013-08-16T09:59:46.177,,641,1894,641,1953-05-01T00:00:00,,0.05
Basalts,ne 7:  Age Dating,Passive,Required,Text+Image,9.9407,-21.509,2013-08-16T09:57:33.571,,642,1967,642,1953-06-01T00:00:00,,0.06
L,Intro 6:  Drake Conjecture,Active,Required,unknown,8.2615,-10.154,2013-08-16T09:56:18.632,,643,2010,643,1953-07-01T00:00:00,,0.07
L,Intro 6:  Drake Conjecture,Active,Required,unknown,8.2615,-10.154,2013-08-16T09:54:48.948,,644,1980,644,1953-08-01T00:00:00,,0.08
L,Intro 6:  Drake Conjecture,Active,Required,unknown,16.903,6.8622,2013-08-16T09:47:50.689,,645,1998,645,1953-09-01T00:00:00,,0.09
L,Intro 6:  Drake Conjecture,Active,Required,unknown,16.903,6.8622,2013-08-16T09:42:36.88,,646,1976,646,1953-10-01T00:00:00,,0.1
Mass Extinctions,fi 2:  Evolution,Passive,Required,Text+Image,1.2806,7.1763,2013-08-16T09:41:15.204,,647,1880,647,1953-11-01T00:00:00,,0.11
Intro,ne 8:  Inorganic Carbon Cycle,Passive,Required,Text+Image,2.0285,28.406,2013-08-16T09:39:34.692,,648,1974,648,1953-12-01T00:00:00,,0.12
Broken Evap Feedbacks,ne 9:  Habitable Zone,Active,Required,unknown,12.958,21.637,2013-08-16T09:36:22.675,,649,1818,649,1954-01-01T00:00:00,,0.13
Opening Splash,Science Literacy,Passive,Required,Video,-4.058,1.3213,2013-08-16T09:32:52.413,,650,1982,650,1954-02-01T00:00:00,,0.14
Big Jump,R* 2:  Brightness,Passive,Required,Text+Image,-20.981,-20.372,2013-08-16T09:30:52.515,,651,1942,651,1954-03-01T00:00:00,,0.15
Big Jump,R* 2:  Brightness,Passive,Required,Text+Image,-20.981,-20.372,2013-08-16T09:29:35.055,,652,1944,652,1954-04-01T00:00:00,,0.16
Big Jump,R* 2:  Brightness,Passive,Required,Text+Image,-19.645,-19.624,2013-08-16T09:26:54.23,,653,1879,653,1954-05-01T00:00:00,,0.17
Big Jump,R* 2:  Brightness,Passive,Required,Text+Image,-19.645,-19.624,2013-08-16T09:24:04.338,,654,1938,654,1954-06-01T00:00:00,,0.18
Intro,Intro 6:  Drake Conjecture,Passive,Required,Text+Image,9.6657,10.284,2013-08-16T09:21:29.132,,655,1949,655,1954-07-01T00:00:00,,0.19
Analysis,R* 2:  Brightness,Active,Required,unknown,-17.074,-18.21,2013-08-16T09:20:26.781,,656,2012,656,1954-08-01T00:00:00,,0.2
Lecturette:  Negative Feedback,ne 8:  Inorganic Carbon Cycle,Passive,Required,Video,11.46,21.977,2013-08-16T09:18:34.717,,657,1775,657,1954-09-01T00:00:00,,0.21
Priming,R* 1:  Distance to Stars,Passive,Required,Text+Image,7.0809,-19.134,2013-08-16T09:17:33.414,,658,1996,658,1954-10-01T00:00:00,,0.22
Tutorial,R* 5:  Stellar Lifecycles,Active,Required,unknown,-2.2543,-16.106,2013-08-16T09:16:11.734,,659,1988,659,1954-11-01T00:00:00,,0.23
Fraction,fp 1:  Transits,Active,Required,unknown,-9.2188,16.704,2013-08-16T09:15:32.682,,660,1925,660,1954-12-01T00:00:00,,0.24
